2774532135|1765008|80|1582192623138
1919741821|1765008|80|1582192623170
3563687656|1765006|60|1582192623193
731400905|1765009|60|1582192623213
1975086357|1765008|40|1582192623228
4564530857|1765008|100|1582192623267
1472564760|1765005|60|1582192623279
3620591663|1765005|80|1582192623293
2465398656|1765006|100|1582192623309
298758455|1765006|80|1582192623321
3192473480|1765006|80|1582192623337
1570353859|1765006|80|1582192623353
2196925110|1765007|60|1582192623395
1862499129|1765008|100|1582192623408
1429406962|1765005|20|1582192623420
1955945372|1765009|80|1582192623431
212028536|1765006|80|1582192623442
979308216|1765009|100|1582192623453
3064538336|1765009|60|1582192623464
221637592|1765007|60|1582192623475
4600765232|1765006|100|1582192623486
2744516136|1765005|40|1582192623497
4375152295|1765007|80|1582192623508
3901793337|1765008|80|1582192623519
3675162660|1765006|60|1582192623532
4691993691|1765009|100|1582192623546
91736428|1765007|40|1582192623562
3016773420|1765008|60|1582192623592
3772387795|1765009|80|1582192623613
3886489431|1765005|60|1582192623624
279130690|1765007|80|1582192623636
4964993985|1765005|80|1582192623648
3938085581|1765005|60|1582192623659
3834917897|1765009|60|1582192623670
2861503018|1765006|60|1582192623681
2038182104|1765006|40|1582192623692
327641563|1765009|60|1582192623704
3727070027|1765006|80|1582192623715
422221632|1765007|80|1582192623727
290899674|1765008|60|1582192623738
3245081962|1765006|60|1582192623749
765387308|1765007|40|1582192623760
3207227910|1765007|40|1582192623771
496877628|1765009|60|1582192623783
4706379091|1765009|60|1582192623795
3919576678|1765009|40|1582192623806
4250497487|1765006|60|1582192623818
802554822|1765005|60|1582192623829
4859006877|1765006|80|1582192623840
4122924661|1765007|80|1582192623854
4486406048|1765007|60|1582192623865
374917988|1765007|60|1582192623877
2756973721|1765008|80|1582192623888
1654025488|1765009|40|1582192623899
4631161728|1765007|40|1582192623910
4448024916|1765009|40|1582192623921
3765159534|1765008|80|1582192623932
2526118181|1765008|80|1582192623943
2041548590|1765007|80|1582192623954
709742465|1765007|40|1582192623965
907532175|1765008|80|1582192623977
1112410411|1765005|60|1582192623988
4323489003|1765008|60|1582192624002
3261442349|1765007|20|1582192624014
4517268403|1765006|80|1582192624025
68669622|1765009|60|1582192624036
2570714976|1765007|100|1582192624051
3495043090|1765009|40|1582192624062
4517943330|1765006|60|1582192624073
1462504573|1765008|60|1582192624084
2848029891|1765005|60|1582192624095
2157955383|1765009|20|1582192624106
2386800212|1765005|80|1582192624117
3844372870|1765007|20|1582192624128
684293238|1765006|60|1582192624139
807795832|1765008|20|1582192624150
112301287|1765006|80|1582192624161
3799826162|1765007|80|1582192624174
1722935056|1765006|80|1582192624185
242370142|1765009|80|1582192624197
1295410712|1765008|20|1582192624208
1965505347|1765008|60|1582192624220
1504864726|1765009|60|1582192624233
3020943508|1765006|20|1582192624244
4136252592|1765007|100|1582192624256
2394610796|1765007|60|1582192624270
1397371061|1765006|40|1582192624281
3870441263|1765006|60|1582192624293
1806655976|1765007|80|1582192624304
328807480|1765006|60|1582192624315
3449179993|1765008|60|1582192624326
1331505933|1765009|100|1582192624337
1295663940|1765005|60|1582192624348
617963654|1765008|60|1582192624359
3039145744|1765009|100|1582192624369
442564814|1765007|60|1582192624380
1068838684|1765008|60|1582192624391
1232849725|1765007|60|1582192624401
4937111706|1765006|100|1582192624412
3835970696|1765008|80|1582192624423
369962750|1765005|80|1582192624433
1860042709|1765005|40|1582192625493
3767834379|1765006|60|1582192625504
2281106526|1765006|20|1582192625514
3644215385|1765007|60|1582192625525
2713889139|1765007|60|1582192625536
4482726193|1765005|80|1582192625547
3876029341|1765008|100|1582192625558
4807599190|1765005|60|1582192625569
2353097051|1765008|80|1582192625580
1793490810|1765007|100|1582192625591
1642994621|1765007|60|1582192625601
4447233333|1765007|100|1582192625611
3026207378|1765005|80|1582192625622
743013588|1765009|80|1582192625632
4776240481|1765005|20|1582192625644
3071548974|1765006|60|1582192625655
1740691874|1765008|80|1582192625666
3879875729|1765007|80|1582192625679
3890205721|1765007|80|1582192625691
2435125436|1765008|60|1582192625702
3847431474|1765005|80|1582192625713
2121696874|1765005|80|1582192625723
434475648|1765006|80|1582192625733
4906400915|1765006|60|1582192625743
1700689936|1765009|80|1582192625755
2173333938|1765007|40|1582192625768
1117090782|1765005|80|1582192625779
1309006997|1765005|20|1582192625790
177484844|1765009|60|1582192625801
1788978176|1765008|80|1582192625812
4307197907|1765006|40|1582192625823
301343874|1765008|80|1582192625834
782278489|1765005|60|1582192625844
3229268504|1765007|80|1582192625855
2070242087|1765007|60|1582192625866
3079126959|1765008|20|1582192625877
780026139|1765005|80|1582192625888
544665036|1765008|80|1582192625898
1699283942|1765006|100|1582192625909
856397484|1765009|60|1582192625920
2243311064|1765005|60|1582192625931
2128332302|1765005|60|1582192625941
4268417061|1765008|60|1582192625952
3102223097|1765007|80|1582192625963
4872611316|1765008|80|1582192625974
3552773178|1765006|60|1582192625985
924975702|1765005|60|1582192625995
4184601043|1765009|60|1582192626005
2457702877|1765005|40|1582192626016
2830234299|1765008|40|1582192626027
4685526184|1765005|60|1582192626037
1416138805|1765007|60|1582192626047
4348112515|1765009|40|1582192626059
743448241|1765005|80|1582192626069
324018727|1765007|60|1582192626080
4526794045|1765006|60|1582192626092
719098709|1765007|40|1582192626103
2142483544|1765009|80|1582192626113
591416391|1765006|40|1582192626124
3788487328|1765006|60|1582192626135
925638831|1765007|60|1582192626146
2146324538|1765005|100|1582192626157
3116651604|1765005|60|1582192626167
1346499308|1765009|100|1582192626178
2647797197|1765006|100|1582192626188
130230406|1765009|60|1582192626198
2672208684|1765008|60|1582192626210
2903680786|1765006|80|1582192626222
4857633257|1765005|80|1582192626232
489529203|1765007|80|1582192626242
2565810749|1765005|60|1582192626253
1450518302|1765006|80|1582192626263
587446498|1765005|80|1582192626274
2987419563|1765006|80|1582192626284
588623808|1765005|60|1582192626294
2336589815|1765005|100|1582192626304
4728651480|1765007|40|1582192626315
4476824013|1765009|60|1582192626325
485949148|1765005|60|1582192626336
2362354681|1765009|100|1582192626347
2956488050|1765007|60|1582192626358
4670018415|1765009|80|1582192626369
4448479358|1765006|60|1582192626379
1633835717|1765005|80|1582192626390
517679972|1765009|80|1582192626401
4884224779|1765007|60|1582192626412
2714405458|1765006|80|1582192626422
2047986418|1765007|60|1582192626433
734115528|1765007|80|1582192626444
4459740493|1765005|80|1582192626455
3962979557|1765007|100|1582192626466
3353790643|1765009|60|1582192626478
2146193711|1765008|20|1582192626488
1934288256|1765005|60|1582192626500
4952874444|1765009|100|1582192626511
13854941|1765005|80|1582192626523
4233722759|1765008|80|1582192626534
4017667044|1765005|80|1582192626544
2831693960|1765007|80|1582192626555
285465272|1765005|100|1582192626566
4541435710|1765005|100|1582192626577
1868975564|1765008|80|1582192626587
2182817863|1765007|40|1582192626597
1000770530|1765006|100|1582192626608
147320068|1765009|80|1582192626619
2408351694|1765008|60|1582192626629
248309467|1765007|100|1582192626640
1399719196|1765009|80|1582192626651
1720153240|1765007|80|1582192626662
2680809014|1765008|80|1582192626672
2487621669|1765006|60|1582192626683
3223050632|1765005|60|1582192626694
1836010884|1765005|60|1582192626705
4706583183|1765009|60|1582192626716
3876092846|1765006|40|1582192626727
1172796112|1765007|100|1582192626737
1849921202|1765008|60|1582192626748
2543258863|1765007|80|1582192626759
2533606271|1765008|60|1582192626769
2923684826|1765005|100|1582192626780
550412824|1765008|60|1582192626790
327989170|1765009|100|1582192626800
4599235308|1765008|60|1582192626811
4910886695|1765006|80|1582192626821
3323782783|1765005|100|1582192626831
947806612|1765005|80|1582192626842
1696725236|1765006|100|1582192626853
1650245290|1765005|60|1582192626864
1751730924|1765007|80|1582192626875
1646888790|1765005|80|1582192626885
1714855691|1765009|60|1582192626896
3403241267|1765007|60|1582192626906
1800766978|1765008|80|1582192626916
1917722189|1765009|100|1582192626927
4851680110|1765007|80|1582192626938
1149704440|1765006|100|1582192626949
4478060989|1765006|80|1582192626960
3642194224|1765008|100|1582192626971
3561567234|1765005|60|1582192626981
1734354499|1765006|60|1582192626991
2275385166|1765007|80|1582192627001
4293025349|1765009|80|1582192627011
4550563821|1765009|60|1582192627021
3388130864|1765007|80|1582192627031
497763007|1765007|60|1582192627042
4996642724|1765009|100|1582192627052
2200977835|1765009|80|1582192627063
2586988102|1765005|60|1582192627073
4205190654|1765008|80|1582192627083
2483879922|1765008|100|1582192627093
2009862716|1765009|60|1582192627104
2885270485|1765008|80|1582192627114
1681765545|1765007|60|1582192627124
3459966683|1765009|80|1582192627135
3449954678|1765005|60|1582192627146
3557376204|1765008|60|1582192627157
3545133619|1765006|20|1582192627168
3476945296|1765009|80|1582192627179
3086261956|1765007|80|1582192627189
4199199652|1765006|60|1582192627200
2921813660|1765006|20|1582192627210
3435670819|1765006|80|1582192627220
4817980251|1765009|80|1582192627230
2601066626|1765005|80|1582192627241
3335454038|1765005|60|1582192627251
4338759611|1765007|60|1582192627261
2605441182|1765007|100|1582192627271
2111567970|1765007|60|1582192627282
3003892668|1765006|60|1582192627292
1404346757|1765009|80|1582192627302
1358723341|1765005|100|1582192627312
1896832108|1765005|60|1582192627323
1409250034|1765008|100|1582192627333
3942452830|1765009|80|1582192627344
3527453469|1765008|40|1582192627355
185158712|1765009|80|1582192627366
1870563641|1765008|60|1582192627377
3388611597|1765009|100|1582192627387
1575725044|1765006|80|1582192627397
2211778217|1765005|60|1582192627408
928934129|1765005|60|1582192627419
2093596287|1765007|60|1582192627429
4796887652|1765008|60|1582192627440
3063150644|1765008|80|1582192627451
528359038|1765009|60|1582192627461
3642154465|1765005|80|1582192627472
525285880|1765007|100|1582192627483
2960799812|1765009|80|1582192627493
4385965588|1765007|60|1582192627504
3268716643|1765008|80|1582192627516
4182526459|1765006|60|1582192627527
2689168803|1765006|60|1582192627538
